indice_test,indice_original,etiqueta_real,decision_ensamble,ensamble_correcto,ind_correctos_de,tipo_discrepancia,texto_muestra,pred_ComplementNB,pred_LogisticRegression,pred_LinearSVM
2931,6180,alta,alta,True,2/3,2-1 (alta-media),,media,alta,alta
2941,13352,media,media,True,2/3,1-2 (alta-media),,alta,media,media
2948,15792,media,alta,False,1/3,2-1 (alta-media),,alta,alta,media
2952,17720,media,media,True,2/3,1-2 (alta-media),,alta,media,media
2954,13192,media,media,True,2/3,1-2 (alta-media),,alta,media,media
2958,16841,media,media,True,2/3,1-2 (alta-media),,alta,media,media
2959,16197,media,media,True,2/3,1-2 (alta-media),,alta,media,media
2964,17674,media,media,True,2/3,1-2 (alta-media),,alta,media,media
2968,17425,alta,media,False,1/3,1-2 (alta-media),,alta,media,media
2978,17734,media,alta,False,1/3,2-1 (alta-media),,alta,alta,media
2981,10348,media,media,True,2/3,1-2 (alta-media),,media,alta,media
2983,8268,media,media,True,2/3,1-2 (alta-media),,alta,media,media
2985,1478,alta,alta,True,2/3,2-1 (alta-media),,media,alta,alta
2992,5926,media,media,True,2/3,1-2 (alta-media),,alta,media,media
2993,7307,media,media,True,2/3,1-2 (alta-media),,alta,media,media
2996,6351,alta,media,False,1/3,1-2 (alta-media),,alta,media,media
2998,13695,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3001,5387,alta,media,False,1/3,1-2 (alta-media),,alta,media,media
3003,16324,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3006,3316,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3007,9875,media,alta,False,2/3,1-2 (alta-media),,media,alta,media
3016,4758,media,media,True,2/3,1-2 (alta-media),,media,alta,media
3019,3984,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3028,11324,alta,media,False,1/3,1-2 (alta-media),,media,alta,media
3030,11788,alta,alta,True,2/3,2-1 (alta-media),,media,alta,alta
3045,7737,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3050,16839,media,alta,False,1/3,2-1 (alta-media),,media,alta,alta
3052,18472,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3055,12696,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3060,1763,media,alta,False,2/3,1-2 (alta-media),,media,alta,media
3061,9709,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3065,6444,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3066,17254,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3073,17969,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3076,12703,media,media,True,2/3,1-2 (alta-media),,media,alta,media
3078,13815,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3088,14608,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3091,5933,alta,alta,True,2/3,2-1 (alta-media),,media,alta,alta
3095,7261,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3096,2246,alta,alta,True,2/3,2-1 (alta-media),,media,alta,alta
3099,7483,alta,media,False,1/3,1-2 (alta-media),,alta,media,media
3100,7697,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3103,2504,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3104,5996,alta,media,False,2/3,2-1 (alta-media),,alta,alta,media
3106,4956,alta,media,False,1/3,1-2 (alta-media),,media,alta,media
3108,17774,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3110,122,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3111,7066,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3113,11191,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3116,1006,media,media,True,2/3,1-2 (alta-media),,media,alta,media
3120,13747,alta,alta,True,2/3,2-1 (alta-media),,media,alta,alta
3132,6796,alta,alta,True,2/3,2-1 (alta-media),,alta,alta,media
3133,5378,media,alta,False,1/3,2-1 (alta-media),,alta,alta,media
3134,14227,alta,alta,True,2/3,2-1 (alta-media),,media,alta,alta
3136,1430,media,media,True,2/3,1-2 (alta-media),,media,alta,media
3139,4893,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3141,11234,alta,alta,True,2/3,2-1 (alta-media),,media,alta,alta
3142,14008,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3143,905,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3150,449,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3154,18903,alta,alta,True,2/3,2-1 (alta-media),,alta,alta,media
3156,16679,media,alta,False,2/3,1-2 (alta-media),,alta,media,media
3166,2687,media,media,True,2/3,1-2 (alta-media),,media,alta,media
3171,18872,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3179,3584,media,media,True,2/3,1-2 (alta-media),,media,alta,media
3186,16354,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3191,13005,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3194,13198,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3197,6048,alta,alta,True,2/3,2-1 (alta-media),,alta,alta,media
3200,8392,media,alta,False,1/3,2-1 (alta-media),,alta,alta,media
3210,15326,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3212,6575,media,media,True,2/3,1-2 (alta-media),,media,alta,media
3214,590,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3218,8481,alta,alta,True,2/3,2-1 (alta-media),,media,alta,alta
3219,1359,alta,media,False,1/3,1-2 (alta-media),,alta,media,media
3233,1086,alta,alta,True,2/3,2-1 (alta-media),,media,alta,alta
3234,318,alta,alta,True,2/3,2-1 (alta-media),,alta,alta,media
3237,17301,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3244,14638,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3247,10740,media,media,True,2/3,1-2 (alta-media),,media,alta,media
3251,11262,alta,alta,True,1/3,1-2 (alta-media),,media,alta,media
3253,14863,media,alta,False,1/3,2-1 (alta-media),,alta,alta,media
3263,17367,alta,media,False,2/3,2-1 (alta-media),,media,alta,alta
3265,7426,alta,alta,True,2/3,2-1 (alta-media),,media,alta,alta
3267,12681,alta,alta,True,2/3,2-1 (alta-media),,alta,alta,media
3268,5018,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3269,5828,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3284,4346,alta,alta,True,2/3,2-1 (alta-media),,media,alta,alta
3285,18117,alta,alta,True,2/3,2-1 (alta-media),,media,alta,alta
3287,12107,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3293,11997,alta,media,False,1/3,1-2 (alta-media),,alta,media,media
3294,11651,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3296,3042,alta,alta,True,2/3,2-1 (alta-media),,alta,alta,media
3297,14983,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3302,8591,media,alta,False,1/3,2-1 (alta-media),,media,alta,alta
3306,14429,alta,alta,True,2/3,2-1 (alta-media),,alta,alta,media
3308,17202,alta,alta,True,1/3,1-2 (alta-media),,media,alta,media
3309,17405,media,media,True,2/3,1-2 (alta-media),,media,alta,media
3310,6375,media,alta,False,1/3,2-1 (alta-media),,alta,alta,media
3313,561,alta,alta,True,2/3,2-1 (alta-media),,media,alta,alta
3316,8142,alta,media,False,1/3,1-2 (alta-media),,media,alta,media
3320,900,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3324,16206,media,media,True,2/3,1-2 (alta-media),,media,alta,media
3325,4647,alta,media,False,1/3,1-2 (alta-media),,media,alta,media
3327,12740,media,alta,False,1/3,2-1 (alta-media),,alta,alta,media
3331,9249,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3332,3021,alta,alta,True,2/3,2-1 (alta-media),,media,alta,alta
3333,11612,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3334,11163,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3336,8079,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3337,18896,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3339,6457,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3343,13495,alta,media,False,1/3,1-2 (alta-media),,alta,media,media
3349,16829,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3351,2710,media,media,True,1/3,2-1 (alta-media),,alta,alta,media
3352,17247,media,media,True,2/3,1-2 (alta-media),,media,alta,media
3354,18565,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3361,4712,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3364,16412,alta,media,False,1/3,1-2 (alta-media),,media,alta,media
3367,6989,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3368,18174,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3371,9434,media,media,True,2/3,1-2 (alta-media),,media,alta,media
3377,407,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3381,1133,alta,alta,True,2/3,2-1 (alta-media),,alta,alta,media
3385,5774,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3393,9470,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3400,6745,alta,alta,True,2/3,2-1 (alta-media),,media,alta,alta
3404,12215,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3405,16339,media,media,True,2/3,1-2 (alta-media),,media,alta,media
3410,18569,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3414,207,alta,alta,True,2/3,2-1 (alta-media),,media,alta,alta
3423,17302,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3426,12213,alta,alta,True,2/3,2-1 (alta-media),,media,alta,alta
3429,2437,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3430,8938,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3435,11802,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3436,18256,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3438,5266,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3439,10607,alta,alta,True,2/3,2-1 (alta-media),,media,alta,alta
3448,17924,alta,alta,True,2/3,2-1 (alta-media),,media,alta,alta
3449,5381,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3462,15541,media,alta,False,1/3,2-1 (alta-media),,alta,alta,media
3468,13598,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3475,7434,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3476,13791,alta,alta,True,2/3,2-1 (alta-media),,media,alta,alta
3477,13047,media,media,True,2/3,1-2 (alta-media),,media,alta,media
3479,8216,alta,media,False,1/3,1-2 (alta-media),,media,alta,media
3482,3125,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3488,2842,alta,alta,True,2/3,2-1 (alta-media),,media,alta,alta
3492,6349,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3494,13185,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3496,5627,alta,alta,True,2/3,2-1 (alta-media),,media,alta,alta
3498,7389,alta,alta,True,2/3,2-1 (alta-media),,media,alta,alta
3501,9896,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3510,5625,alta,alta,True,2/3,2-1 (alta-media),,media,alta,alta
3511,12189,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3514,2044,media,media,True,2/3,1-2 (alta-media),,media,alta,media
3515,8876,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3517,17993,media,media,True,2/3,1-2 (alta-media),,media,alta,media
3521,9499,media,media,True,2/3,1-2 (alta-media),,media,alta,media
3523,11217,media,alta,False,2/3,1-2 (alta-media),,media,alta,media
3532,6006,alta,alta,True,2/3,2-1 (alta-media),,alta,alta,media
3534,2806,alta,alta,True,2/3,2-1 (alta-media),,media,alta,alta
3535,7343,media,alta,False,2/3,1-2 (alta-media),,alta,media,media
3537,16280,alta,media,False,1/3,1-2 (alta-media),,alta,media,media
3539,837,media,alta,False,1/3,2-1 (alta-media),,alta,alta,media
3540,13741,media,media,True,2/3,1-2 (alta-media),,media,alta,media
3541,3113,alta,alta,True,2/3,2-1 (alta-media),,media,alta,alta
3545,6961,alta,media,False,1/3,1-2 (alta-media),,media,alta,media
3546,9620,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3557,4179,alta,alta,True,2/3,2-1 (alta-media),,media,alta,alta
3560,12784,alta,media,False,1/3,1-2 (alta-media),,alta,media,media
3561,13237,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3563,6995,media,alta,False,1/3,2-1 (alta-media),,alta,alta,media
3575,10271,alta,media,False,1/3,1-2 (alta-media),,alta,media,media
3586,14980,media,media,True,2/3,1-2 (alta-media),,media,alta,media
3604,148,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3613,4427,alta,media,False,1/3,1-2 (alta-media),,alta,media,media
3614,3810,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3621,13690,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3623,11736,media,alta,False,1/3,2-1 (alta-media),,alta,alta,media
3629,2622,alta,alta,True,2/3,2-1 (alta-media),,alta,alta,media
3634,6494,alta,alta,True,2/3,2-1 (alta-media),,media,alta,alta
3638,5641,alta,alta,True,2/3,2-1 (alta-media),,media,alta,alta
3639,6721,alta,alta,True,2/3,2-1 (alta-media),,alta,alta,media
3641,2883,alta,alta,True,1/3,1-2 (alta-media),,media,alta,media
3642,6803,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3643,6680,alta,alta,True,2/3,2-1 (alta-media),,media,alta,alta
3646,11983,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3647,12641,alta,alta,True,2/3,2-1 (alta-media),,media,alta,alta
3653,9657,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3656,3347,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3657,6064,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3660,16113,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3661,15982,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3669,4490,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3674,11653,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3679,1677,media,alta,False,1/3,2-1 (alta-media),,media,alta,alta
3681,7332,alta,media,False,1/3,1-2 (alta-media),,media,alta,media
3683,10044,media,alta,False,2/3,1-2 (alta-media),,media,alta,media
3684,11714,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3688,14403,media,media,True,2/3,1-2 (alta-media),,media,alta,media
3689,2155,alta,alta,True,2/3,2-1 (alta-media),,media,alta,alta
3693,4541,media,alta,False,1/3,2-1 (alta-media),,alta,alta,media
3696,15191,media,alta,False,1/3,2-1 (alta-media),,alta,alta,media
3701,13021,media,media,True,2/3,1-2 (alta-media),,media,alta,media
3715,6531,alta,alta,True,2/3,2-1 (alta-media),,alta,alta,media
3717,5959,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3721,11360,alta,media,False,1/3,1-2 (alta-media),,media,alta,media
3722,9536,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3727,17349,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3736,14386,alta,media,False,1/3,1-2 (alta-media),,alta,media,media
3738,14701,alta,alta,True,2/3,2-1 (alta-media),,media,alta,alta
3739,1378,alta,alta,True,2/3,2-1 (alta-media),,media,alta,alta
3743,5139,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3745,10063,alta,alta,True,2/3,2-1 (alta-media),,alta,alta,media
3751,18515,alta,media,False,1/3,1-2 (alta-media),,media,alta,media
3757,5165,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3762,4366,alta,alta,True,2/3,2-1 (alta-media),,alta,alta,media
3763,6309,alta,alta,True,2/3,2-1 (alta-media),,alta,alta,media
3765,484,alta,alta,True,2/3,2-1 (alta-media),,media,alta,alta
3770,15816,alta,alta,True,2/3,2-1 (alta-media),,media,alta,alta
3772,2669,media,alta,False,1/3,2-1 (alta-media),,alta,alta,media
3775,14571,alta,alta,True,2/3,2-1 (alta-media),,media,alta,alta
3777,12116,alta,alta,True,2/3,2-1 (alta-media),,media,alta,alta
3780,12297,media,media,True,2/3,1-2 (alta-media),,alta,media,media
3781,3867,media,media,True,2/3,1-2 (alta-media),,media,alta,media
3782,7715,alta,media,False,1/3,1-2 (alta-media),,media,alta,media
